MN;;;0188;State Representative District 1A;1A;0301;DAN FABIAN;;;R;155;155;9942;67.09;14818
MN;;;0188;State Representative District 1A;1A;0401;BRUCE PATTERSON;;;DFL;155;155;4864;32.82;14818
MN;;;0188;State Representative District 1A;1A;9901;WRITE-IN**;;;WI;155;155;12;0.08;14818
MN;;;0189;State Representative District 1B;1B;0301;DEBRA (DEB) KIEL;;;R;123;123;7176;55.61;12903
MN;;;0189;State Representative District 1B;1B;0401;ERIC BERGESON;;;DFL;123;123;5721;44.34;12903
MN;;;0189;State Representative District 1B;1B;9901;WRITE-IN**;;;WI;123;123;6;0.05;12903
MN;;;0190;State Representative District 2A;2A;0301;DAVE HANCOCK;;;R;107;107;7839;52.36;14971
MN;;;0190;State Representative District 2A;2A;0401;ROGER ERICKSON;;;DFL;107;107;7109;47.49;14971
MN;;;0190;State Representative District 2A;2A;9901;WRITE-IN**;;;WI;107;107;23;0.15;14971
MN;;;0191;State Representative District 2B;2B;0301;STEVE GREEN;;;R;87;87;8335;57.16;14581
MN;;;0191;State Representative District 2B;2B;0401;DAVID SOBIESKI;;;DFL;87;87;6236;42.77;14581
MN;;;0191;State Representative District 2B;2B;9901;WRITE-IN**;;;WI;87;87;10;0.07;14581
MN;;;0192;State Representative District 3A;3A;0301;ERIC JOHNSON;;;R;83;83;6297;34.21;18409
MN;;;0192;State Representative District 3A;3A;0401;DAVID DILL;;;DFL;83;83;12067;65.55;18409
MN;;;0192;State Representative District 3A;3A;9901;WRITE-IN**;;;WI;83;83;45;0.24;18409
MN;;;0193;State Representative District 3B;3B;0301;WADE K. FREMLING;;;R;20;20;6041;37.72;16016
MN;;;0193;State Representative District 3B;3B;0401;MARY MURPHY;;;DFL;20;20;9956;62.16;16016
MN;;;0193;State Representative District 3B;3B;9901;WRITE-IN**;;;WI;20;20;19;0.12;16016
MN;;;0194;State Representative District 4A;4A;0301;BRIAN E. GRAMER;;;R;16;16;4772;41.47;11506
MN;;;0194;State Representative District 4A;4A;0401;BEN LIEN;;;DFL;16;16;6713;58.34;11506
MN;;;0194;State Representative District 4A;4A;9901;WRITE-IN**;;;WI;16;16;21;0.18;11506
MN;;;0195;State Representative District 4B;4B;0301;JARED LADUKE;;;R;82;82;4734;34.12;13874
MN;;;0195;State Representative District 4B;4B;0401;PAUL MARQUART;;;DFL;82;82;9135;65.84;13874
MN;;;0195;State Representative District 4B;4B;9901;WRITE-IN**;;;WI;82;82;5;0.04;13874
MN;;;0196;State Representative District 5A;5A;0301;PHILLIP NELSON;;;R;70;70;6385;44.74;14270
MN;;;0196;State Representative District 5A;5A;0401;JOHN PERSELL;;;DFL;70;70;7871;55.16;14270
MN;;;0196;State Representative District 5A;5A;9901;WRITE-IN**;;;WI;70;70;14;0.10;14270
MN;;;0197;State Representative District 5B;5B;0301;JUSTIN EICHORN;;;R;56;56;7241;43.33;16713
MN;;;0197;State Representative District 5B;5B;0401;TOM ANZELC;;;DFL;56;56;9449;56.54;16713
MN;;;0197;State Representative District 5B;5B;9901;WRITE-IN**;;;WI;56;56;23;0.14;16713
MN;;;0198;State Representative District 6A;6A;0301;ROGER WEBER;;;R;62;62;4930;30.39;16224
MN;;;0198;State Representative District 6A;6A;0401;CARLY MELIN;;;DFL;62;62;11257;69.38;16224
MN;;;0198;State Representative District 6A;6A;9901;WRITE-IN**;;;WI;62;62;37;0.23;16224
MN;;;0199;State Representative District 6B;6B;0301;MATT MATASICH;;;R;53;53;6334;35.73;17725
MN;;;0199;State Representative District 6B;6B;0401;JASON METSA;;;DFL;53;53;11363;64.11;17725
MN;;;0199;State Representative District 6B;6B;9901;WRITE-IN**;;;WI;53;53;28;0.16;17725
MN;;;0200;State Representative District 7A;7A;0301;BECKY HALL;;;R;15;15;5175;33.28;15549
MN;;;0200;State Representative District 7A;7A;0401;JENNIFER SCHULTZ;;;DFL;15;15;9658;62.11;15549
MN;;;0200;State Representative District 7A;7A;0501;KRISTINE OSBAKKEN;;;GP;15;15;693;4.46;15549
MN;;;0200;State Representative District 7A;7A;9901;WRITE-IN**;;;WI;15;15;23;0.15;15549
MN;;;0201;State Representative District 7B;7B;0301;TRAVIS SILVERS;;;R;17;17;3803;28.64;13280
MN;;;0201;State Representative District 7B;7B;0401;ERIK SIMONSON;;;DFL;17;17;9435;71.05;13280
MN;;;0201;State Representative District 7B;7B;9901;WRITE-IN**;;;WI;17;17;42;0.32;13280
MN;;;0202;State Representative District 8A;8A;0301;BUD NORNES;;;R;51;51;9739;64.69;15056
MN;;;0202;State Representative District 8A;8A;0401;JIM MILTICH;;;DFL;51;51;5303;35.22;15056
MN;;;0202;State Representative District 8A;8A;9901;WRITE-IN**;;;WI;51;51;14;0.09;15056
MN;;;0203;State Representative District 8B;8B;0301;MARY FRANSON;;;R;54;54;9270;58.41;15871
MN;;;0203;State Representative District 8B;8B;0401;JAY SIELING;;;DFL;54;54;6565;41.36;15871
MN;;;0203;State Representative District 8B;8B;9901;WRITE-IN**;;;WI;54;54;36;0.23;15871
MN;;;0204;State Representative District 9A;9A;0301;MARK ANDERSON;;;R;71;71;9336;63.89;14613
MN;;;0204;State Representative District 9A;9A;0401;DAN BYE;;;DFL;71;71;5263;36.02;14613
MN;;;0204;State Representative District 9A;9A;9901;WRITE-IN**;;;WI;71;71;14;0.10;14613
MN;;;0205;State Representative District 9B;9B;0301;RON KRESHA;;;R;55;55;8449;56.42;14975
MN;;;0205;State Representative District 9B;9B;0401;AL DOTY;;;DFL;55;55;6518;43.53;14975
MN;;;0205;State Representative District 9B;9B;9901;WRITE-IN**;;;WI;55;55;8;0.05;14975
MN;;;0206;State Representative District 10A;10A;0301;JOSHUA HEINTZEMAN;;;R;27;27;8646;53.37;16200
MN;;;0206;State Representative District 10A;10A;0401;JOHN WARD;;;DFL;27;27;7539;46.54;16200
MN;;;0206;State Representative District 10A;10A;9901;WRITE-IN**;;;WI;27;27;15;0.09;16200
MN;;;0207;State Representative District 10B;10B;0301;DALE K LUECK;;;R;91;91;9209;51.86;17757
MN;;;0207;State Representative District 10B;10B;0401;JOE RADINOVICH;;;DFL;91;91;8523;48.00;17757
MN;;;0207;State Representative District 10B;10B;9901;WRITE-IN**;;;WI;91;91;25;0.14;17757
MN;;;0208;State Representative District 11A;11A;0301;TIM HAFVENSTEIN;;;R;47;47;5717;37.55;15226
MN;;;0208;State Representative District 11A;11A;0401;MIKE SUNDIN;;;DFL;47;47;9493;62.35;15226
MN;;;0208;State Representative District 11A;11A;9901;WRITE-IN**;;;WI;47;47;16;0.11;15226
MN;;;0209;State Representative District 11B;11B;0301;JASON RARICK;;;R;57;57;7545;53.67;14058
MN;;;0209;State Representative District 11B;11B;0401;TIM FAUST;;;DFL;57;57;6488;46.15;14058
MN;;;0209;State Representative District 11B;11B;9901;WRITE-IN**;;;WI;57;57;25;0.18;14058
MN;;;0210;State Representative District 12A;12A;0301;JEFF BACKER;;;R;147;147;8725;51.85;16828
MN;;;0210;State Representative District 12A;12A;0401;JAY MCNAMAR;;;DFL;147;147;8065;47.93;16828
MN;;;0210;State Representative District 12A;12A;9901;WRITE-IN**;;;WI;147;147;38;0.23;16828
MN;;;0211;State Representative District 12B;12B;0301;PAUL ANDERSON;;;R;61;61;9920;67.84;14622
MN;;;0211;State Representative District 12B;12B;0401;GORDON (GORDY) WAGNER;;;DFL;61;61;4694;32.10;14622
MN;;;0211;State Representative District 12B;12B;9901;WRITE-IN**;;;WI;61;61;8;0.05;14622
MN;;;0212;State Representative District 13A;13A;0301;JEFF HOWE;;;R;26;26;8562;60.51;14149
MN;;;0212;State Representative District 13A;13A;0401;EMILY JENSEN;;;DFL;26;26;5572;39.38;14149
