MN;;;0188;State Representative District 1A;1A;0301;DAN FABIAN;;;R;155;155;11146;60.17;18525
MN;;;0188;State Representative District 1A;1A;0401;BRUCE PATTERSON;;;DFL;155;155;7370;39.78;18525
MN;;;0188;State Representative District 1A;1A;9901;WRITE-IN**;;;WI;155;155;9;0.05;18525
MN;;;0189;State Representative District 1B;1B;0301;DEBRA (DEB) KIEL;;;R;123;123;9401;51.90;18113
MN;;;0189;State Representative District 1B;1B;0401;MARC DEMERS;;;DFL;123;123;8685;47.95;18113
MN;;;0189;State Representative District 1B;1B;9901;WRITE-IN**;;;WI;123;123;27;0.15;18113
MN;;;0190;State Representative District 2A;2A;0301;DAVE HANCOCK;;;R;107;107;8901;45.29;19652
MN;;;0190;State Representative District 2A;2A;0401;ROGER A ERICKSON;;;DFL;107;107;10730;54.60;19652
MN;;;0190;State Representative District 2A;2A;9901;WRITE-IN**;;;WI;107;107;21;0.11;19652
MN;;;0191;State Representative District 2B;2B;0301;STEVE GREEN;;;R;87;87;9759;50.96;19150
MN;;;0191;State Representative District 2B;2B;0401;BRITA SAILER;;;DFL;87;87;9376;48.96;19150
MN;;;0191;State Representative District 2B;2B;9901;WRITE-IN**;;;WI;87;87;15;0.08;19150
MN;;;0192;State Representative District 3A;3A;0301;JIM TUOMALA;;;R;83;83;7228;32.88;21980
MN;;;0192;State Representative District 3A;3A;0401;DAVID DILL;;;DFL;83;83;14671;66.75;21980
MN;;;0192;State Representative District 3A;3A;9901;WRITE-IN**;;;WI;83;83;81;0.37;21980
MN;;;0193;State Representative District 3B;3B;0301;KEITH MACDONALD;;;R;20;20;7727;34.93;22124
MN;;;0193;State Representative District 3B;3B;0401;MARY MURPHY;;;DFL;20;20;14366;64.93;22124
MN;;;0193;State Representative District 3B;3B;9901;WRITE-IN**;;;WI;20;20;31;0.14;22124
MN;;;0194;State Representative District 4A;4A;0301;TRAVIS REIMCHE;;;R;16;16;8218;44.99;18268
MN;;;0194;State Representative District 4A;4A;0401;BEN LIEN;;;DFL;16;16;10011;54.80;18268
MN;;;0194;State Representative District 4A;4A;9901;WRITE-IN**;;;WI;16;16;39;0.21;18268
MN;;;0195;State Representative District 4B;4B;0301;PAUL SANDMAN;;;R;82;82;6719;34.68;19372
MN;;;0195;State Representative District 4B;4B;0401;PAUL MARQUART;;;DFL;82;82;12637;65.23;19372
MN;;;0195;State Representative District 4B;4B;9901;WRITE-IN**;;;WI;82;82;16;0.08;19372
MN;;;0196;State Representative District 5A;5A;0301;LARRY HOWES;;;R;70;70;8497;43.75;19423
MN;;;0196;State Representative District 5A;5A;0401;JOHN PERSELL;;;DFL;70;70;10901;56.12;19423
MN;;;0196;State Representative District 5A;5A;9901;WRITE-IN**;;;WI;70;70;25;0.13;19423
MN;;;0197;State Representative District 5B;5B;0301;CAROLYN MCELFATRICK;;;R;58;58;9707;46.45;20899
MN;;;0197;State Representative District 5B;5B;0401;TOM ANZELC;;;DFL;58;58;11162;53.41;20899
MN;;;0197;State Representative District 5B;5B;9901;WRITE-IN**;;;WI;58;58;30;0.14;20899
MN;;;0198;State Representative District 6A;6A;0301;ROGER WEBER;;;R;62;62;5989;29.06;20608
MN;;;0198;State Representative District 6A;6A;0401;CARLY MELIN;;;DFL;62;62;14589;70.79;20608
MN;;;0198;State Representative District 6A;6A;9901;WRITE-IN**;;;WI;62;62;30;0.15;20608
MN;;;0199;State Representative District 6B;6B;0301;JESSE COLANGELO;;;R;53;53;7012;31.56;22217
MN;;;0199;State Representative District 6B;6B;0401;JASON METSA;;;DFL;53;53;15146;68.17;22217
MN;;;0199;State Representative District 6B;6B;9901;WRITE-IN**;;;WI;53;53;59;0.27;22217
MN;;;0200;State Representative District 7A;7A;0301;THERESE BOWER;;;R;15;15;6302;28.59;22040
MN;;;0200;State Representative District 7A;7A;0401;THOMAS HUNTLEY;;;DFL;15;15;15622;70.88;22040
MN;;;0200;State Representative District 7A;7A;9901;WRITE-IN**;;;WI;15;15;116;0.53;22040
MN;;;0201;State Representative District 7B;7B;0301;TRAVIS SILVERS;;;R;17;17;4345;21.81;19922
MN;;;0201;State Representative District 7B;7B;0401;ERIK SIMONSON;;;DFL;17;17;12450;62.49;19922
MN;;;0201;State Representative District 7B;7B;9901;WRITE-IN**;;;WI;17;17;3127;15.70;19922
MN;;;0202;State Representative District 8A;8A;0301;BUD NORNES;;;R;51;51;13190;62.77;21013
MN;;;0202;State Representative District 8A;8A;0401;CHESTER (CHET) F. NETTESTAD;;;DFL;51;51;7800;37.12;21013
MN;;;0202;State Representative District 8A;8A;9901;WRITE-IN**;;;WI;51;51;23;0.11;21013
MN;;;0203;State Representative District 8B;8B;0301;MARY FRANSON;;;R;54;54;10642;49.98;21291
MN;;;0203;State Representative District 8B;8B;0401;BOB CUNNIFF;;;DFL;54;54;10630;49.93;21291
MN;;;0203;State Representative District 8B;8B;9901;WRITE-IN**;;;WI;54;54;19;0.09;21291
MN;;;0204;State Representative District 9A;9A;0301;MARK ANDERSON;;;R;71;71;10972;57.97;18927
MN;;;0204;State Representative District 9A;9A;0401;DON NILES;;;DFL;71;71;7922;41.86;18927
MN;;;0204;State Representative District 9A;9A;9901;WRITE-IN**;;;WI;71;71;33;0.17;18927
MN;;;0205;State Representative District 9B;9B;0301;RON KRESHA;;;R;55;55;9881;52.97;18655
MN;;;0205;State Representative District 9B;9B;0401;ADRIAN WELLE;;;DFL;55;55;8751;46.91;18655
MN;;;0205;State Representative District 9B;9B;9901;WRITE-IN**;;;WI;55;55;23;0.12;18655
MN;;;0206;State Representative District 10A;10A;0301;CHRIS KELLETT;;;R;27;27;8872;42.88;20689
MN;;;0206;State Representative District 10A;10A;0401;JOHN WARD;;;DFL;27;27;11789;56.98;20689
MN;;;0206;State Representative District 10A;10A;9901;WRITE-IN**;;;WI;27;27;28;0.14;20689
MN;;;0207;State Representative District 10B;10B;0301;DALE K. LUECK;;;R;91;91;10764;49.22;21871
MN;;;0207;State Representative District 10B;10B;0401;JOE RADINOVICH;;;DFL;91;91;11087;50.69;21871
MN;;;0207;State Representative District 10B;10B;9901;WRITE-IN**;;;WI;91;91;20;0.09;21871
MN;;;0208;State Representative District 11A;11A;0201;CORY M. PYLKKA;;;IP;47;47;1164;5.90;19744
MN;;;0208;State Representative District 11A;11A;0301;JIM PUTNAM;;;R;47;47;5931;30.04;19744
MN;;;0208;State Representative District 11A;11A;0401;MIKE SUNDIN;;;DFL;47;47;12610;63.87;19744
MN;;;0208;State Representative District 11A;11A;9901;WRITE-IN**;;;WI;47;47;39;0.20;19744
MN;;;0209;State Representative District 11B;11B;0301;BEN WIENER;;;R;57;57;8908;48.57;18341
MN;;;0209;State Representative District 11B;11B;0401;TIM FAUST;;;DFL;57;57;9396;51.23;18341
MN;;;0209;State Representative District 11B;11B;9901;WRITE-IN**;;;WI;57;57;37;0.20;18341
MN;;;0210;State Representative District 12A;12A;0201;DAVE HOLMAN;;;IP;147;147;1305;6.14;21253
MN;;;0210;State Representative District 12A;12A;0301;SCOTT DUTCHER;;;R;147;147;9837;46.29;21253
MN;;;0210;State Representative District 12A;12A;0401;JAY MCNAMAR;;;DFL;147;147;10092;47.49;21253
